Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2024-06-11 02:46:25,2024-06-11 22:07:24,UTC+01:00,Masturbate?,false,
2024-06-11 02:46:25,2024-06-11 22:07:24,UTC+01:00,Consumed protein?,false,
2024-06-11 02:46:25,2024-06-11 22:07:24,UTC+01:00,Read (non-screened device) while in bed?,false,
2024-06-11 02:46:25,2024-06-11 22:07:24,UTC+01:00,Share your bed?,true,
2024-06-11 02:46:25,2024-06-11 22:07:24,UTC+01:00,Feeling sick or ill?,false,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Have any alcoholic drinks?,true,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Have any caffeine? ,true,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Take creatine?,false,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Viewed a screen device in bed?,true,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Hydrated sufficiently?,true,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Have an injury or wound,false,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Masturbate?,false,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Consumed protein?,false,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Read (non-screened device) while in bed?,false,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Share your bed?,true,
2024-06-10 04:43:44,2024-06-11 02:46:25,UTC+01:00,Feeling sick or ill?,false,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Have any alcoholic drinks?,true,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Have any caffeine? ,true,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Take creatine?,false,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Viewed a screen device in bed?,true,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Hydrated sufficiently?,true,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Have an injury or wound,false,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Masturbate?,false,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Consumed protein?,false,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Read (non-screened device) while in bed?,false,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Share your bed?,true,
2024-06-08 20:35:27,2024-06-10 04:43:44,UTC+01:00,Feeling sick or ill?,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Feeling sick or ill?,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Share your bed?,true,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Read (non-screened device) while in bed?,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Consumed protein?,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Masturbate?,true,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Have an injury or wound,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Hydrated sufficiently?,true,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Viewed a screen device in bed?,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Take creatine?,false,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Have any caffeine? ,true,
2024-06-08 03:40:59,2024-06-08 20:35:27,UTC+01:00,Have any alcoholic drinks?,true,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Have any alcoholic drinks?,false,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Have any caffeine? ,true,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Take creatine?,false,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Viewed a screen device in bed?,true,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Hydrated sufficiently?,true,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Have an injury or wound,false,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Masturbate?,true,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Consumed protein?,false,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Share your bed?,true,
2024-06-06 22:11:05,2024-06-07 22:40:59,UTC-04:00,Feeling sick or ill?,false,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Have any alcoholic drinks?,true,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Have any caffeine? ,true,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Take creatine?,false,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Viewed a screen device in bed?,true,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Hydrated sufficiently?,true,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Have an injury or wound,false,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Masturbate?,false,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Consumed protein?,false,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Share your bed?,true,
2024-06-05 22:40:06,2024-06-06 22:11:05,UTC-04:00,Feeling sick or ill?,false,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Have any alcoholic drinks?,true,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Have any caffeine? ,true,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Take creatine?,false,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Viewed a screen device in bed?,true,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Hydrated sufficiently?,true,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Have an injury or wound,false,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Masturbate?,false,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Consumed protein?,false,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Share your bed?,true,
2024-06-04 22:11:43,2024-06-05 22:40:06,UTC-04:00,Feeling sick or ill?,false,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Have any alcoholic drinks?,false,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Have any caffeine? ,true,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Take creatine?,false,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Viewed a screen device in bed?,true,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Hydrated sufficiently?,true,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Have an injury or wound,false,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Masturbate?,true,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Consumed protein?,true,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Share your bed?,true,
2024-06-03 21:51:32,2024-06-04 22:11:43,UTC-04:00,Feeling sick or ill?,false,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Have any alcoholic drinks?,true,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Have any caffeine? ,true,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Take creatine?,false,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Viewed a screen device in bed?,true,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Hydrated sufficiently?,true,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Have an injury or wound,false,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Masturbate?,false,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Consumed protein?,false,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Share your bed?,true,
2024-06-02 22:59:49,2024-06-03 21:51:32,UTC-04:00,Feeling sick or ill?,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Have any alcoholic drinks?,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Have any caffeine? ,true,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Take creatine?,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Viewed a screen device in bed?,true,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Hydrated sufficiently?,true,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Have an injury or wound,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Masturbate?,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Consumed protein?,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Share your bed?,true,
2024-06-01 21:21:03,2024-06-02 22:59:49,UTC-04:00,Feeling sick or ill?,false,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Have any caffeine? ,true,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Take creatine?,false,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Hydrated sufficiently?,true,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Have an injury or wound,false,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Masturbate?,false,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Consumed protein?,true,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Share your bed?,true,
2024-05-31 22:44:11,2024-06-01 21:21:03,UTC-04:00,Feeling sick or ill?,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Have any caffeine? ,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Take creatine?,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Hydrated sufficiently?,true,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Have an injury or wound,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Masturbate?,true,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Consumed protein?,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Share your bed?,true,
2024-05-30 19:47:17,2024-05-31 22:44:11,UTC-04:00,Feeling sick or ill?,false,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Have any caffeine? ,true,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Take creatine?,false,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Hydrated sufficiently?,true,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Have an injury or wound,false,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Masturbate?,false,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Consumed protein?,false,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Share your bed?,true,
2024-05-29 23:26:02,2024-05-30 19:47:17,UTC-04:00,Feeling sick or ill?,false,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Have any caffeine? ,true,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Take creatine?,false,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Hydrated sufficiently?,true,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Have an injury or wound,false,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Masturbate?,false,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Consumed protein?,false,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Share your bed?,true,
2024-05-28 21:47:36,2024-05-29 23:26:02,UTC-04:00,Feeling sick or ill?,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Have any caffeine? ,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Take creatine?,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Hydrated sufficiently?,true,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Have an injury or wound,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Masturbate?,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Consumed protein?,true,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Share your bed?,true,
2024-05-27 21:26:47,2024-05-28 21:47:36,UTC-04:00,Feeling sick or ill?,false,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Have any caffeine? ,true,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Take creatine?,false,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Hydrated sufficiently?,true,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Have an injury or wound,false,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Masturbate?,false,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Consumed protein?,true,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Share your bed?,true,
2024-05-26 22:45:01,2024-05-27 21:26:47,UTC-04:00,Feeling sick or ill?,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Feeling sick or ill?,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Share your bed?,true,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Consumed protein?,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Masturbate?,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Have an injury or wound,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Hydrated sufficiently?,true,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Take creatine?,false,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Have any caffeine? ,true,
2024-05-25 20:53:09,2024-05-26 22:45:01,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Have any caffeine? ,true,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Take creatine?,false,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Hydrated sufficiently?,true,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Have an injury or wound,false,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Masturbate?,false,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Consumed protein?,true,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Share your bed?,true,
2024-05-24 21:10:49,2024-05-25 20:53:09,UTC-04:00,Feeling sick or ill?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Feeling sick or ill?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Share your bed?,true,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Consumed protein?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Masturbate?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Have an injury or wound,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Hydrated sufficiently?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Take creatine?,false,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Have any caffeine? ,true,
2024-05-23 23:14:46,2024-05-24 21:10:49,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Have any caffeine? ,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Take creatine?,false,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Hydrated sufficiently?,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Have an injury or wound,false,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Masturbate?,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Consumed protein?,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Share your bed?,true,
2024-05-22 21:30:40,2024-05-23 23:14:46,UTC-04:00,Feeling sick or ill?,false,
